instance	master	placement_status	orientation	box
u_core_g79835	MU2IJIHDX1	placed	R0	{605.36 580.16 609.28 584.64}
u_core_g79836	MU2IJIHDX1	placed	R0	{545.44 598.08 549.36 602.56}
u_core_g79837	MU2IJIHDX1	placed	R0	{501.2 544.32 505.12 548.8}
u_core_g79838	MU2IJIHDX1	placed	R0	{566.72 607.04 570.64 611.52}
u_core_g79839	MU2IJIHDX1	placed	R0	{290.64 660.8 294.56 665.28}
u_core_g79840	MU2IJIHDX1	placed	R0	{294.0 642.88 297.92 647.36}
u_core_g79841	MU2IJIHDX1	placed	R0	{346.08 642.88 350.0 647.36}
u_core_g79842	MU2IJIHDX1	placed	MX	{346.64 656.32 350.56 660.8}
u_core_g79843	ON21JIHDX0	placed	MY	{705.6 150.08 708.4 154.56}
u_core_g79844	NA22JIHDX0	placed	R0	{735.84 123.2 739.2 127.68}
u_core_g79845	ON21JIHDX0	placed	MX	{689.92 172.48 692.72 176.96}
u_core_g79846	AN21JIHDX0	placed	R0	{689.92 168.0 692.72 172.48}
u_core_g79847	NO22JIHDX0	placed	R0	{730.8 123.2 734.16 127.68}
u_core_g79848	AN21JIHDX0	placed	MY	{744.24 150.08 747.04 154.56}
u_core_g79849	ON21JIHDX0	placed	R0	{678.16 132.16 680.96 136.64}
u_core_g79850	ON21JIHDX0	placed	MY	{694.4 472.64 697.2 477.12}
u_core_g79851	MU2IJIHDX1	placed	MX	{338.24 710.08 342.16 714.56}
u_core_g79852	MU2IJIHDX1	placed	MX	{270.48 468.16 274.4 472.64}
u_core_g79853	MU2IJIHDX1	placed	MX	{299.04 629.44 302.96 633.92}
u_core_g79854	MU2IJIHDX1	placed	MY	{275.52 499.52 279.44 504.0}
u_core_g79855	MU2IJIHDX1	placed	R0	{197.68 508.48 201.6 512.96}
u_core_g79856	MU2IJIHDX1	placed	MX	{192.08 521.92 196.0 526.4}
u_core_g79857	MU2IJIHDX1	placed	R180	{529.76 638.4 533.68 642.88}
u_core_g79858	MU2IJIHDX1	placed	MY	{527.52 669.76 531.44 674.24}
u_core_g79859	MU2IJIHDX1	placed	R0	{530.88 678.72 534.8 683.2}
u_core_g79860	NO3I1JIHDX0	placed	MY	{907.76 831.04 911.12 835.52}
u_core_g79861	MU2IJIHDX1	placed	MX	{474.88 710.08 478.8 714.56}
u_core_g79862	NA3I1JIHDX1	placed	MY	{733.6 409.92 736.96 414.4}
u_core_g79863	NO3I2JIHDX0	placed	MY	{672.56 445.76 675.92 450.24}
u_core_g79864	NA4I3JIHDX1	placed	R0	{969.92 831.04 973.84 835.52}
u_core_g79865	MU2IJIHDX1	placed	R0	{551.04 176.96 554.96 181.44}
u_core_g79866	MU2IJIHDX1	placed	MX	{191.52 504.0 195.44 508.48}
u_core_g79867	MU2IJIHDX1	placed	R180	{486.64 468.16 490.56 472.64}
u_core_g79868	MU2IJIHDX0	placed	MX	{634.48 244.16 638.4 248.64}
u_core_g79869	MU2IJIHDX0	placed	MX	{621.04 512.96 624.96 517.44}
u_core_g79870	MU2IJIHDX0	placed	R0	{563.92 481.6 567.84 486.08}
u_core_g79871	MU2IJIHDX1	placed	R0	{262.64 293.44 266.56 297.92}
u_core_g79872	MU2IJIHDX1	placed	MX	{243.04 297.92 246.96 302.4}
u_core_g79873	MU2IJIHDX0	placed	R0	{551.04 338.24 554.96 342.72}
u_core_g79874	MU2IJIHDX0	placed	MX	{546.56 369.6 550.48 374.08}
u_core_g79875	MU2IJIHDX1	placed	MX	{248.08 306.88 252.0 311.36}
u_core_g79876	MU2IJIHDX0	placed	MX	{609.84 557.76 613.76 562.24}
u_core_g79877	MU2IJIHDX1	placed	R0	{213.92 141.12 217.84 145.6}
u_core_g79878	MU2IJIHDX1	placed	MY	{485.52 517.44 489.44 521.92}
u_core_g79879	MU2IJIHDX1	placed	MY	{492.24 257.6 496.16 262.08}
u_core_g79880	MU2IJIHDX1	placed	MY	{487.76 221.76 491.68 226.24}
u_core_g79881	MU2IJIHDX1	placed	R0	{598.08 266.56 602.0 271.04}
u_core_g79882	MU2IJIHDX1	placed	MX	{546.56 360.64 550.48 365.12}
u_core_g79883	MU2IJIHDX1	placed	MY	{490.56 517.44 494.48 521.92}
u_core_g79884	MU2IJIHDX1	placed	R180	{469.84 459.2 473.76 463.68}
u_core_g79885	MU2IJIHDX1	placed	R180	{512.96 73.92 516.88 78.4}
u_core_g79886	MU2IJIHDX1	placed	R180	{482.16 450.24 486.08 454.72}
u_core_g79887	MU2IJIHDX1	placed	MX	{619.92 235.2 623.84 239.68}
u_core_g79888	MU2IJIHDX0	placed	MY	{625.52 203.84 629.44 208.32}
u_core_g79889	MU2IJIHDX1	placed	R0	{454.16 624.96 458.08 629.44}
u_core_g79890	MU2IJIHDX0	placed	MX	{604.8 199.36 608.72 203.84}
u_core_g79891	MU2IJIHDX1	placed	R180	{453.6 396.48 457.52 400.96}
u_core_g79892	MU2IJIHDX1	placed	MY	{248.64 499.52 252.56 504.0}
u_core_g79893	MU2IJIHDX0	placed	R0	{628.88 194.88 632.8 199.36}
u_core_g79894	MU2IJIHDX1	placed	MY	{465.92 329.28 469.84 333.76}
u_core_g79895	MU2IJIHDX1	placed	MY	{343.84 669.76 347.76 674.24}
u_core_g79896	MU2IJIHDX1	placed	R180	{436.24 629.44 440.16 633.92}
u_core_g79897	MU2IJIHDX1	placed	R0	{345.52 472.64 349.44 477.12}
u_core_g79898	MU2IJIHDX1	placed	R180	{479.92 495.04 483.84 499.52}
u_core_g79899	MU2IJIHDX1	placed	MX	{346.64 459.2 350.56 463.68}
u_core_g79900	MU2IJIHDX1	placed	MX	{563.92 477.12 567.84 481.6}
u_core_g79901	MU2IJIHDX1	placed	MY	{280.56 580.16 284.48 584.64}
u_core_g79902	MU2IJIHDX1	placed	MY	{174.72 508.48 178.64 512.96}
u_core_g79903	MU2IJIHDX1	placed	MX	{243.04 288.96 246.96 293.44}
u_core_g79904	MU2IJIHDX1	placed	MY	{502.32 454.72 506.24 459.2}
u_core_g79905	MU2IJIHDX1	placed	MX	{245.84 504.0 249.76 508.48}
u_core_g79906	MU2IJIHDX0	placed	R0	{635.04 239.68 638.96 244.16}
u_core_g79907	MU2IJIHDX0	placed	R0	{646.24 221.76 650.16 226.24}
u_core_g79908	MU2IJIHDX1	placed	R180	{235.76 504.0 239.68 508.48}
u_core_g79909	MU2IJIHDX1	placed	R180	{283.92 190.4 287.84 194.88}
u_core_g79910	MU2IJIHDX1	placed	R180	{248.64 647.36 252.56 651.84}
u_core_g79911	MU2IJIHDX1	placed	R0	{249.2 311.36 253.12 315.84}
u_core_g79912	MU2IJIHDX1	placed	MX	{347.76 100.8 351.68 105.28}
u_core_g79913	MU2IJIHDX1	placed	MY	{295.12 607.04 299.04 611.52}
u_core_g79914	MU2IJIHDX1	placed	MX	{299.04 620.48 302.96 624.96}
u_core_g79915	MU2IJIHDX1	placed	R0	{349.44 454.72 353.36 459.2}
u_core_g79916	MU2IJIHDX0	placed	R0	{651.84 212.8 655.76 217.28}
u_core_g79917	MU2IJIHDX0	placed	MX	{563.92 495.04 567.84 499.52}
u_core_g79918	MU2IJIHDX1	placed	R0	{329.28 472.64 333.2 477.12}
u_core_g79919	MU2IJIHDX1	placed	MY	{470.4 481.6 474.32 486.08}
u_core_g79920	MU2IJIHDX1	placed	R0	{271.04 553.28 274.96 557.76}
u_core_g79921	MU2IJIHDX1	placed	R180	{544.88 495.04 548.8 499.52}
u_core_g79922	MU2IJIHDX1	placed	MX	{277.76 530.88 281.68 535.36}
u_core_g79923	MU2IJIHDX1	placed	MY	{411.6 642.88 415.52 647.36}
u_core_g79924	MU2IJIHDX1	placed	MX	{252.0 226.24 255.92 230.72}
u_core_g79925	MU2IJIHDX1	placed	MY	{230.72 598.08 234.64 602.56}
u_core_g79926	MU2IJIHDX1	placed	R180	{246.96 226.24 250.88 230.72}
u_core_g79927	MU2IJIHDX1	placed	R0	{260.96 230.72 264.88 235.2}
u_core_g79928	MU2IJIHDX0	placed	MX	{651.28 208.32 655.2 212.8}
u_core_g79929	MU2IJIHDX1	placed	MX	{277.76 539.84 281.68 544.32}
u_core_g79930	MU2IJIHDX1	placed	MY	{300.16 723.52 304.08 728.0}
u_core_g79931	MU2IJIHDX1	placed	R180	{424.48 199.36 428.4 203.84}
u_core_g79932	MU2IJIHDX1	placed	MY	{465.92 427.84 469.84 432.32}
u_core_g79933	MU2IJIHDX1	placed	R0	{304.64 454.72 308.56 459.2}
u_core_g79934	MU2IJIHDX0	placed	R0	{650.16 526.4 654.08 530.88}
u_core_g79935	MU2IJIHDX1	placed	R0	{296.8 230.72 300.72 235.2}
u_core_g79936	MU2IJIHDX1	placed	R0	{653.52 544.32 657.44 548.8}
u_core_g79937	MU2IJIHDX1	placed	MY	{198.24 562.24 202.16 566.72}
u_core_g79938	MU2IJIHDX1	placed	MX	{154.56 360.64 158.48 365.12}
u_core_g79939	MU2IJIHDX1	placed	MX	{212.8 566.72 216.72 571.2}
u_core_g79940	MU2IJIHDX1	placed	MX	{610.96 181.44 614.88 185.92}
u_core_g79941	MU2IJIHDX1	placed	R0	{637.28 221.76 641.2 226.24}
u_core_g79942	MU2IJIHDX1	placed	R180	{583.52 226.24 587.44 230.72}
u_core_g79943	MU2IJIHDX1	placed	R180	{166.88 539.84 170.8 544.32}
u_core_g79944	MU2IJIHDX1	placed	MX	{215.04 539.84 218.96 544.32}
u_core_g79945	MU2IJIHDX1	placed	MX	{616.56 244.16 620.48 248.64}
u_core_g79946	MU2IJIHDX1	placed	R0	{342.72 230.72 346.64 235.2}
u_core_g79947	MU2IJIHDX0	placed	MX	{587.44 253.12 591.36 257.6}
u_core_g79948	MU2IJIHDX1	placed	R0	{580.16 266.56 584.08 271.04}
u_core_g79949	MU2IJIHDX0	placed	MX	{568.4 297.92 572.32 302.4}
u_core_g79950	MU2IJIHDX0	placed	MX	{551.6 360.64 555.52 365.12}
u_core_g79951	MU2IJIHDX0	placed	R0	{552.16 347.2 556.08 351.68}
u_core_g79952	MU2IJIHDX1	placed	R180	{549.36 351.68 553.28 356.16}
u_core_g79953	MU2IJIHDX1	placed	R0	{633.36 526.4 637.28 530.88}
u_core_g79954	MU2IJIHDX1	placed	MX	{621.04 539.84 624.96 544.32}
u_core_g79955	MU2IJIHDX1	placed	R180	{530.32 692.16 534.24 696.64}
u_core_g79956	MU2IJIHDX1	placed	MX	{610.4 548.8 614.32 553.28}
u_core_g79957	MU2IJIHDX1	placed	R180	{650.72 566.72 654.64 571.2}
u_core_g79958	MU2IJIHDX1	placed	MX	{609.28 566.72 613.2 571.2}
u_core_g79959	MU2IJIHDX0	placed	MX	{624.4 495.04 628.32 499.52}
u_core_g79960	MU2IJIHDX1	placed	MX	{547.68 504.0 551.6 508.48}
u_core_g79961	MU2IJIHDX1	placed	MX	{298.48 190.4 302.4 194.88}
u_core_g79962	MU2IJIHDX1	placed	MX	{553.84 495.04 557.76 499.52}
u_core_g79963	MU2IJIHDX1	placed	MX	{526.96 423.36 530.88 427.84}
u_core_g79964	MU2IJIHDX1	placed	MY	{451.36 633.92 455.28 638.4}
u_core_g79965	MU2IJIHDX0	placed	R0	{556.08 436.8 560.0 441.28}
u_core_g79966	MU2IJIHDX1	placed	R0	{531.44 418.88 535.36 423.36}
u_core_g79967	MU2IJIHDX1	placed	R0	{367.36 78.4 371.28 82.88}
u_core_g79968	MU2IJIHDX1	placed	MY	{360.08 60.48 364.0 64.96}
u_core_g79969	MU2IJIHDX1	placed	R0	{365.12 60.48 369.04 64.96}
u_core_g79970	MU2IJIHDX1	placed	R0	{304.08 132.16 308.0 136.64}
u_core_g79971	MU2IJIHDX1	placed	MX	{305.2 136.64 309.12 141.12}
u_core_g79972	MU2IJIHDX0	placed	R0	{623.28 508.48 627.2 512.96}
u_core_g79973	MU2IJIHDX1	placed	R180	{535.36 91.84 539.28 96.32}
u_core_g79974	MU2IJIHDX1	placed	R180	{518.0 100.8 521.92 105.28}
u_core_g79975	MU2IJIHDX0	placed	R0	{619.92 535.36 623.84 539.84}
u_core_g79976	MU2IJIHDX1	placed	R180	{524.16 100.8 528.08 105.28}
u_core_g79977	MU2IJIHDX1	placed	R0	{309.68 141.12 313.6 145.6}
u_core_g79978	MU2IJIHDX1	placed	MX	{603.12 163.52 607.04 168.0}
u_core_g79979	MU2IJIHDX0	placed	R0	{618.24 490.56 622.16 495.04}
u_core_g79980	MU2IJIHDX1	placed	MY	{428.4 87.36 432.32 91.84}
u_core_g79981	MU2IJIHDX1	placed	R180	{528.08 683.2 532.0 687.68}
u_core_g79982	MU2IJIHDX1	placed	R180	{418.32 118.72 422.24 123.2}
u_core_g79983	MU2IJIHDX1	placed	R180	{430.08 73.92 434.0 78.4}
u_core_g79984	MU2IJIHDX1	placed	MY	{515.76 132.16 519.68 136.64}
u_core_g79985	MU2IJIHDX1	placed	MX	{654.64 548.8 658.56 553.28}
u_core_g79986	MU2IJIHDX1	placed	MY	{516.32 150.08 520.24 154.56}
u_core_g79987	MU2IJIHDX1	placed	R180	{487.2 172.48 491.12 176.96}
u_core_g79988	MU2IJIHDX1	placed	MX	{190.96 127.68 194.88 132.16}
u_core_g79989	MU2IJIHDX1	placed	R0	{224.56 141.12 228.48 145.6}
u_core_g79990	MU2IJIHDX1	placed	R0	{243.04 230.72 246.96 235.2}
u_core_g79991	MU2IJIHDX1	placed	MY	{246.96 212.8 250.88 217.28}
u_core_g79992	MU2IJIHDX1	placed	MY	{311.36 78.4 315.28 82.88}
u_core_g79993	MU2IJIHDX1	placed	MY	{299.6 78.4 303.52 82.88}
u_core_g79994	MU2IJIHDX1	placed	R180	{269.92 145.6 273.84 150.08}
u_core_g79995	MU2IJIHDX1	placed	MY	{484.96 60.48 488.88 64.96}
u_core_g79996	MU2IJIHDX1	placed	R180	{555.52 199.36 559.44 203.84}
u_core_g79997	MU2IJIHDX1	placed	R180	{495.04 172.48 498.96 176.96}
u_core_g79998	MU2IJIHDX1	placed	R180	{428.4 163.52 432.32 168.0}
u_core_g79999	MU2IJIHDX1	placed	MY	{432.32 159.04 436.24 163.52}
u_core_g80000	MU2IJIHDX1	placed	MY	{423.92 212.8 427.84 217.28}
u_core_g80001	MU2IJIHDX1	placed	MY	{479.36 185.92 483.28 190.4}
u_core_g80002	MU2IJIHDX1	placed	MY	{482.72 194.88 486.64 199.36}
u_core_g80003	MU2IJIHDX1	placed	MY	{450.8 598.08 454.72 602.56}
u_core_g80004	MU2IJIHDX1	placed	MY	{487.2 212.8 491.12 217.28}
u_core_g80005	MU2IJIHDX1	placed	MX	{160.72 262.08 164.64 266.56}
u_core_g80006	MU2IJIHDX1	placed	R0	{158.48 275.52 162.4 280.0}
u_core_g80007	MU2IJIHDX1	placed	R0	{146.16 302.4 150.08 306.88}
u_core_g80008	MU2IJIHDX1	placed	R0	{338.8 365.12 342.72 369.6}
u_core_g80009	MU2IJIHDX1	placed	R0	{258.72 293.44 262.64 297.92}
u_core_g80010	MU2IJIHDX1	placed	MX	{233.52 280.0 237.44 284.48}
u_core_g80011	MU2IJIHDX1	placed	R0	{470.4 687.68 474.32 692.16}
u_core_g80012	MU2IJIHDX1	placed	R180	{353.92 235.2 357.84 239.68}
u_core_g80013	MU2IJIHDX1	placed	MX	{358.96 235.2 362.88 239.68}
u_core_g80014	MU2IJIHDX1	placed	MX	{324.24 226.24 328.16 230.72}
u_core_g80015	MU2IJIHDX1	placed	MX	{299.04 280.0 302.96 284.48}
u_core_g80016	MU2IJIHDX1	placed	R0	{296.8 293.44 300.72 297.92}
u_core_g80017	MU2IJIHDX1	placed	R0	{595.28 580.16 599.2 584.64}
u_core_g80018	MU2IJIHDX1	placed	MX	{298.48 262.08 302.4 266.56}
u_core_g80019	MU2IJIHDX1	placed	MX	{497.28 235.2 501.2 239.68}
u_core_g80020	MU2IJIHDX1	placed	MY	{461.44 436.8 465.36 441.28}
u_core_g80021	MU2IJIHDX1	placed	MY	{492.8 230.72 496.72 235.2}
u_core_g80022	MU2IJIHDX1	placed	MX	{478.8 719.04 482.72 723.52}
u_core_g80023	MU2IJIHDX1	placed	MY	{494.48 248.64 498.4 253.12}
u_core_g80024	MU2IJIHDX1	placed	R0	{304.64 463.68 308.56 468.16}
u_core_g80025	MU2IJIHDX1	placed	R180	{470.96 477.12 474.88 481.6}
u_core_g80026	MU2IJIHDX1	placed	MY	{547.12 275.52 551.04 280.0}
u_core_g80027	MU2IJIHDX1	placed	R180	{411.6 235.2 415.52 239.68}
u_core_g80028	MU2IJIHDX1	placed	MY	{413.28 257.6 417.2 262.08}
u_core_g80029	MU2IJIHDX1	placed	MY	{459.2 302.4 463.12 306.88}
u_core_g80030	MU2IJIHDX1	placed	MX	{491.12 315.84 495.04 320.32}
u_core_g80031	MU2IJIHDX1	placed	R180	{479.92 288.96 483.84 293.44}
u_core_g80032	MU2IJIHDX1	placed	R180	{477.68 432.32 481.6 436.8}
u_core_g80033	MU2IJIHDX1	placed	MX	{144.48 333.76 148.4 338.24}
u_core_g80034	MU2IJIHDX1	placed	R0	{145.04 311.36 148.96 315.84}
u_core_g80035	MU2IJIHDX1	placed	MX	{215.04 342.72 218.96 347.2}
u_core_g80036	MU2IJIHDX1	placed	R180	{206.08 342.72 210.0 347.2}
u_core_g80037	MU2IJIHDX1	placed	MY	{308.56 400.96 312.48 405.44}
u_core_g80038	MU2IJIHDX1	placed	MX	{338.8 360.64 342.72 365.12}
u_core_g80039	MU2IJIHDX1	placed	MY	{322.56 400.96 326.48 405.44}
u_core_g80040	MU2IJIHDX1	placed	MY	{322.56 383.04 326.48 387.52}
u_core_g80041	MU2IJIHDX1	placed	MX	{293.44 360.64 297.36 365.12}
u_core_g80042	MU2IJIHDX1	placed	R0	{304.08 365.12 308.0 369.6}
u_core_g80043	MU2IJIHDX1	placed	R180	{485.52 360.64 489.44 365.12}
u_core_g80044	MU2IJIHDX1	placed	MY	{458.64 454.72 462.56 459.2}
u_core_g80045	MU2IJIHDX1	placed	MX	{566.72 638.4 570.64 642.88}
u_core_g80046	MU2IJIHDX1	placed	MX	{507.92 360.64 511.84 365.12}
u_core_g80047	MU2IJIHDX1	placed	MY	{521.92 338.24 525.84 342.72}
u_core_g80048	MU2IJIHDX1	placed	MY	{520.24 347.2 524.16 351.68}
u_core_g80049	MU2IJIHDX1	placed	MY	{389.76 427.84 393.68 432.32}
u_core_g80050	MU2IJIHDX1	placed	R180	{395.36 423.36 399.28 427.84}
u_core_g80051	MU2IJIHDX1	placed	MY	{469.84 409.92 473.76 414.4}
u_core_g80052	MU2IJIHDX1	placed	R0	{160.16 356.16 164.08 360.64}
u_core_g80053	MU2IJIHDX1	placed	MY	{540.4 598.08 544.32 602.56}
u_core_g80054	MU2IJIHDX1	placed	R0	{167.44 400.96 171.36 405.44}
u_core_g80055	MU2IJIHDX1	placed	MX	{275.52 423.36 279.44 427.84}
u_core_g80056	MU2IJIHDX1	placed	MX	{276.64 441.28 280.56 445.76}
u_core_g80057	MU2IJIHDX1	placed	MY	{315.84 732.48 319.76 736.96}
u_core_g80058	MU2IJIHDX1	placed	MX	{346.08 629.44 350.0 633.92}
u_core_g80059	MU2IJIHDX1	placed	R180	{286.72 647.36 290.64 651.84}
u_core_g80060	MU2IJIHDX1	placed	MX	{579.6 584.64 583.52 589.12}
u_core_g80061	MU2IJIHDX1	placed	MY	{496.16 544.32 500.08 548.8}
u_core_g80062	MU2IJIHDX1	placed	R180	{497.84 468.16 501.76 472.64}
u_core_g80063	MU2IJIHDX1	placed	MY	{543.2 535.36 547.12 539.84}
u_core_g80064	MU2IJIHDX1	placed	MY	{558.88 562.24 562.8 566.72}
u_core_g80065	MU2IJIHDX1	placed	MY	{550.48 562.24 554.4 566.72}
u_core_g80066	MU2IJIHDX1	placed	R180	{440.72 745.92 444.64 750.4}
u_core_g80067	MU2IJIHDX1	placed	R180	{458.08 656.32 462.0 660.8}
u_core_g80068	AND2JIHDX1	placed	R0	{687.12 553.28 689.92 557.76}
u_core_g80069	NO3JIHDX1	placed	R0	{685.44 409.92 688.24 414.4}
u_core_g80070	AND2JIHDX1	placed	MY	{691.6 347.2 694.4 351.68}
u_core_g80071	NA3JIHDX0	placed	MY	{705.6 185.92 708.4 190.4}
u_core_g80072	OR3JIHDX0	placed	MY	{734.72 427.84 738.08 432.32}
u_core_g80073	NA3I1JIHDX0	placed	MX	{693.84 181.44 697.2 185.92}
u_core_g80074	NA3JIHDX1	placed	R180	{700.56 369.6 703.36 374.08}
u_core_g80075	NA3JIHDX1	placed	R0	{700.0 374.08 702.8 378.56}
u_core_g80076	NA2JIHDX0	placed	MX	{612.08 539.84 614.32 544.32}
u_core_g80077	NO2I1JIHDX1	placed	MX	{707.28 351.68 710.08 356.16}
u_core_g80078	NA2JIHDX1	placed	MY	{704.48 383.04 706.72 387.52}
u_core_g80079	NA2JIHDX0	placed	R0	{549.36 490.56 551.6 495.04}
u_core_g80080	NO2I1JIHDX1	placed	R0	{695.52 490.56 698.32 495.04}
u_core_g80081	NA2JIHDX1	placed	R0	{698.32 436.8 700.56 441.28}
u_core_g80082	OR2JIHDX1	placed	MX	{696.64 512.96 699.44 517.44}
u_core_g80083	NO2JIHDX1	placed	MY	{724.64 517.44 726.88 521.92}
u_core_g80084	NA2JIHDX2	placed	R0	{675.36 365.12 678.72 369.6}
u_core_g80085	OR2JIHDX1	placed	R180	{675.92 342.72 678.72 347.2}
u_core_g80086	NA2JIHDX1	placed	R180	{811.44 396.48 813.68 400.96}
u_core_g80087	NO2JIHDX1	placed	MX	{823.76 504.0 826.0 508.48}
u_core_g80088	AND2JIHDX1	placed	MX	{815.36 396.48 818.16 400.96}
u_core_g80089	AND2JIHDX1	placed	MY	{813.68 445.76 816.48 450.24}
u_core_g80090	NO2JIHDX1	placed	R180	{700.56 423.36 702.8 427.84}
u_core_g80091	NA2JIHDX1	placed	R180	{815.92 521.92 818.16 526.4}
u_core_g80092	NA2JIHDX1	placed	R180	{816.48 530.88 818.72 535.36}
u_core_g80093	NA2JIHDX1	placed	R180	{819.84 530.88 822.08 535.36}
u_core_g80094	NA2JIHDX1	placed	MX	{819.84 521.92 822.08 526.4}
u_core_g80095	NA2JIHDX1	placed	R180	{692.16 504.0 694.4 508.48}
u_core_g80096	NO3I2JIHDX1	placed	R0	{697.2 230.72 700.56 235.2}
u_core_g80097	NA2JIHDX2	placed	MX	{687.68 504.0 691.04 508.48}
u_core_g80098	NO3I2JIHDX1	placed	MX	{697.2 226.24 700.56 230.72}
u_core_g80099	NO2I1JIHDX1	placed	MY	{680.96 436.8 683.76 441.28}
u_core_g80100	AO21JIHDX1	placed	MX	{687.68 432.32 691.6 436.8}
u_core_g80102	AND2JIHDX1	placed	MY	{657.44 436.8 660.24 441.28}
u_core_g80103	NO2JIHDX1	placed	MX	{668.64 378.56 670.88 383.04}
u_core_g80104	AND2JIHDX1	placed	R180	{660.8 423.36 663.6 427.84}
u_core_g80105	AND2JIHDX1	placed	R180	{660.24 432.32 663.04 436.8}
u_core_g80106	INJIHDX1	placed	R0	{699.44 383.04 701.12 387.52}
u_core_g80107	INJIHDX1	placed	R180	{694.4 369.6 696.08 374.08}
u_core_g80108	INJIHDX1	placed	MY	{694.96 383.04 696.64 387.52}
u_core_g80109	MU2IJIHDX1	placed	MX	{179.76 504.0 183.68 508.48}
u_core_g80110	MU2IJIHDX1	placed	R180	{436.24 620.48 440.16 624.96}
u_core_g80111	MU2IJIHDX1	placed	R180	{510.16 82.88 514.08 87.36}
u_core_g80112	MU2IJIHDX1	placed	MY	{450.24 616.0 454.16 620.48}
u_core_g80113	MU2IJIHDX1	placed	MY	{123.76 508.48 127.68 512.96}
u_core_g80114	MU2IJIHDX1	placed	MY	{124.32 499.52 128.24 504.0}
u_core_g80115	MU2IJIHDX1	placed	R180	{126.56 504.0 130.48 508.48}
u_core_g80116	MU2IJIHDX1	placed	MX	{139.44 504.0 143.36 508.48}
u_core_g80117	MU2IJIHDX1	placed	MX	{230.16 504.0 234.08 508.48}
u_core_g80118	MU2IJIHDX1	placed	R0	{318.08 472.64 322.0 477.12}
u_core_g80119	MU2IJIHDX1	placed	MY	{339.92 472.64 343.84 477.12}
u_core_g80120	MU2IJIHDX1	placed	R0	{357.84 445.76 361.76 450.24}
u_core_g80121	MU2IJIHDX1	placed	R0	{280.0 490.56 283.92 495.04}
u_core_g80122	MU2IJIHDX1	placed	R0	{273.84 544.32 277.76 548.8}
u_core_g80123	MU2IJIHDX1	placed	R180	{276.64 512.96 280.56 517.44}
u_core_g80124	MU2IJIHDX1	placed	R180	{461.44 450.24 465.36 454.72}
u_core_g80125	MU2IJIHDX1	placed	MY	{454.16 616.0 458.08 620.48}
u_core_g80126	MU2IJIHDX1	placed	R180	{465.92 432.32 469.84 436.8}
u_core_g80127	MU2IJIHDX1	placed	MY	{497.28 454.72 501.2 459.2}
u_core_g80128	MU2IJIHDX1	placed	MY	{484.96 454.72 488.88 459.2}
u_core_g80129	MU2IJIHDX1	placed	MY	{239.68 598.08 243.6 602.56}
u_core_g80130	MU2IJIHDX1	placed	MY	{393.12 669.76 397.04 674.24}
u_core_g80131	MU2IJIHDX1	placed	MY	{408.24 705.6 412.16 710.08}
u_core_g80132	MU2IJIHDX1	placed	MX	{455.28 575.68 459.2 580.16}
u_core_g80133	MU2IJIHDX1	placed	R180	{460.88 548.8 464.8 553.28}
u_core_g80134	MU2IJIHDX1	placed	R0	{518.0 69.44 521.92 73.92}
u_core_g80135	MU2IJIHDX1	placed	R180	{450.24 584.64 454.16 589.12}
u_core_g80136	MU2IJIHDX1	placed	R0	{252.56 598.08 256.48 602.56}
u_core_g80137	MU2IJIHDX1	placed	R0	{146.16 427.84 150.08 432.32}
u_core_g80138	MU2IJIHDX1	placed	MX	{267.12 351.68 271.04 356.16}
u_core_g80139	MU2IJIHDX1	placed	R180	{221.76 504.0 225.68 508.48}
u_core_g80140	MU2IJIHDX1	placed	R0	{146.16 436.8 150.08 441.28}
u_core_g80141	MU2IJIHDX1	placed	MY	{218.96 409.92 222.88 414.4}
u_core_g80142	MU2IJIHDX1	placed	MX	{309.68 593.6 313.6 598.08}
u_core_g80143	MU2IJIHDX1	placed	MX	{227.36 414.4 231.28 418.88}
u_core_g80144	MU2IJIHDX1	placed	R180	{290.64 683.2 294.56 687.68}
u_core_g80145	MU2IJIHDX1	placed	MY	{294.56 723.52 298.48 728.0}
u_core_g80146	MU2IJIHDX1	placed	R180	{484.4 190.4 488.32 194.88}
u_core_g80147	MU2IJIHDX1	placed	MY	{510.72 150.08 514.64 154.56}
u_core_g80148	MU2IJIHDX1	placed	R180	{393.68 701.12 397.6 705.6}
u_core_g80149	MU2IJIHDX1	placed	R180	{484.4 459.2 488.32 463.68}
u_core_g80150	MU2IJIHDX1	placed	MY	{290.64 705.6 294.56 710.08}
u_core_g80151	MU2IJIHDX1	placed	R180	{197.12 539.84 201.04 544.32}
u_core_g80152	MU2IJIHDX1	placed	R180	{492.24 64.96 496.16 69.44}
u_core_g80153	MU2IJIHDX1	placed	MY	{487.76 544.32 491.68 548.8}
u_core_g80154	MU2IJIHDX1	placed	R180	{262.08 351.68 266.0 356.16}
u_core_g80155	MU2IJIHDX1	placed	MY	{502.88 168.0 506.8 172.48}
u_core_g80156	MU2IJIHDX1	placed	MX	{190.96 118.72 194.88 123.2}
u_core_g80157	MU2IJIHDX1	placed	MX	{540.4 91.84 544.32 96.32}
u_core_g80158	MU2IJIHDX1	placed	R0	{182.56 400.96 186.48 405.44}
u_core_g80159	MU2IJIHDX1	placed	MY	{394.24 696.64 398.16 701.12}
u_core_g80160	MU2IJIHDX1	placed	R180	{442.4 253.12 446.32 257.6}
u_core_g80161	MU2IJIHDX1	placed	R0	{511.84 168.0 515.76 172.48}
