instance	master	placement_status	orientation	box
u_core_g79397	NO2JIHDX1	placed	MX	{593.04 611.52 595.28 616.0}
u_core_g79398	NO2JIHDX1	placed	MY	{398.72 696.64 400.96 701.12}
u_core_g79399	NO2JIHDX1	placed	R180	{196.0 127.68 198.24 132.16}
u_core_g79400	NO2JIHDX1	placed	R180	{575.68 584.64 577.92 589.12}
u_core_g79401	NO2JIHDX1	placed	MX	{474.88 719.04 477.12 723.52}
u_core_g79402	NO2JIHDX1	placed	R0	{474.88 741.44 477.12 745.92}
u_core_g79403	NO2JIHDX1	placed	MX	{477.68 728.0 479.92 732.48}
u_core_g79404	NO2JIHDX1	placed	R0	{474.32 750.4 476.56 754.88}
u_core_g79405	NO2JIHDX1	placed	MY	{465.92 687.68 468.16 692.16}
u_core_g79406	NO2JIHDX1	placed	R180	{448.56 745.92 450.8 750.4}
u_core_g79407	NO2JIHDX1	placed	R180	{467.6 701.12 469.84 705.6}
u_core_g79408	NO2JIHDX1	placed	R0	{534.24 696.64 536.48 701.12}
u_core_g79409	NO2JIHDX1	placed	MY	{530.32 696.64 532.56 701.12}
u_core_g79410	NO2JIHDX1	placed	R180	{522.48 674.24 524.72 678.72}
u_core_g79411	NO2JIHDX1	placed	R0	{575.12 642.88 577.36 647.36}
u_core_g79412	NO2JIHDX1	placed	R0	{572.88 642.88 575.12 647.36}
u_core_g79413	NO2JIHDX1	placed	MX	{157.36 539.84 159.6 544.32}
u_core_g79414	NO2JIHDX1	placed	MY	{139.44 553.28 141.68 557.76}
u_core_g79415	NO2JIHDX1	placed	MY	{146.16 553.28 148.4 557.76}
u_core_g79416	NO2JIHDX1	placed	MY	{154.0 544.32 156.24 548.8}
u_core_g79417	NO2JIHDX1	placed	R180	{211.12 539.84 213.36 544.32}
u_core_g79418	NO2JIHDX1	placed	MY	{197.68 571.2 199.92 575.68}
u_core_g79419	NO2JIHDX1	placed	MX	{196.56 557.76 198.8 562.24}
u_core_g79420	NO2JIHDX1	placed	R180	{286.72 692.16 288.96 696.64}
u_core_g79421	NO2JIHDX1	placed	R180	{297.36 728.0 299.6 732.48}
u_core_g79422	NO2JIHDX1	placed	MX	{287.28 584.64 289.52 589.12}
u_core_g79423	NO2JIHDX1	placed	MY	{290.64 723.52 292.88 728.0}
u_core_g79424	NO2JIHDX1	placed	MX	{308.0 584.64 310.24 589.12}
u_core_g79425	NO2JIHDX1	placed	R180	{286.72 683.2 288.96 687.68}
u_core_g79426	NO2JIHDX1	placed	MX	{235.76 593.6 238.0 598.08}
u_core_g79427	NO2JIHDX1	placed	MY	{276.08 580.16 278.32 584.64}
u_core_g79428	NO2JIHDX1	placed	MX	{466.48 468.16 468.72 472.64}
u_core_g79429	NO2JIHDX1	placed	MX	{476.0 495.04 478.24 499.52}
u_core_g79430	NO2JIHDX1	placed	R180	{482.72 530.88 484.96 535.36}
u_core_g79431	NO2JIHDX1	placed	MY	{472.64 490.56 474.88 495.04}
u_core_g79432	NO2JIHDX1	placed	R180	{479.36 504.0 481.6 508.48}
u_core_g79433	NO2JIHDX1	placed	MY	{498.96 499.52 501.2 504.0}
u_core_g79434	NO2JIHDX1	placed	MY	{395.92 741.44 398.16 745.92}
u_core_g79435	NO2JIHDX1	placed	R0	{407.68 651.84 409.92 656.32}
u_core_g79436	NO2JIHDX1	placed	R180	{395.92 719.04 398.16 723.52}
u_core_g79437	NO2JIHDX1	placed	MX	{441.84 629.44 444.08 633.92}
u_core_g79438	NO2JIHDX1	placed	MX	{448.0 620.48 450.24 624.96}
u_core_g79439	NO2JIHDX1	placed	R180	{445.76 611.52 448.0 616.0}
u_core_g79440	NO2JIHDX1	placed	MY	{496.72 69.44 498.96 73.92}
u_core_g79441	NO2JIHDX1	placed	MY	{118.72 517.44 120.96 521.92}
u_core_g79442	NO2JIHDX1	placed	MX	{119.84 521.92 122.08 526.4}
u_core_g79443	NO2JIHDX1	placed	R0	{221.2 508.48 223.44 512.96}
u_core_g79444	NO2JIHDX1	placed	R180	{241.36 504.0 243.6 508.48}
u_core_g79445	NO2JIHDX1	placed	MY	{262.08 589.12 264.32 593.6}
u_core_g79446	NO2JIHDX1	placed	MY	{353.36 454.72 355.6 459.2}
u_core_g79447	NO2JIHDX1	placed	R0	{347.76 463.68 350.0 468.16}
u_core_g79448	NO2JIHDX1	placed	MY	{324.8 472.64 327.04 477.12}
u_core_g79449	NO2JIHDX1	placed	R0	{408.24 642.88 410.48 647.36}
u_core_g79450	NO2JIHDX1	placed	R180	{276.08 548.8 278.32 553.28}
u_core_g79451	NO2JIHDX1	placed	MY	{309.68 454.72 311.92 459.2}
u_core_g79452	NO2JIHDX1	placed	MY	{309.68 463.68 311.92 468.16}
u_core_g79453	NO2JIHDX1	placed	R180	{462.0 441.28 464.24 445.76}
u_core_g79454	NO2JIHDX1	placed	R180	{478.24 450.24 480.48 454.72}
u_core_g79455	NO2JIHDX1	placed	MY	{226.8 598.08 229.04 602.56}
u_core_g79456	NO2JIHDX1	placed	R0	{480.48 463.68 482.72 468.16}
u_core_g79457	NO2JIHDX1	placed	R0	{388.08 705.6 390.32 710.08}
u_core_g79458	NO2JIHDX1	placed	MY	{257.6 589.12 259.84 593.6}
u_core_g79459	NO2JIHDX1	placed	R180	{399.28 656.32 401.52 660.8}
u_core_g79460	NO2JIHDX1	placed	MY	{459.2 562.24 461.44 566.72}
u_core_g79461	NO2JIHDX1	placed	R180	{478.8 548.8 481.04 553.28}
u_core_g79462	NO2JIHDX1	placed	R180	{449.12 611.52 451.36 616.0}
u_core_g79463	NO2JIHDX1	placed	R180	{122.64 512.96 124.88 517.44}
u_core_g79464	NO2JIHDX1	placed	MY	{155.12 409.92 157.36 414.4}
u_core_g79465	NO2JIHDX1	placed	MY	{210.0 427.84 212.24 432.32}
u_core_g79466	NO2JIHDX1	placed	MX	{225.12 432.32 227.36 436.8}
u_core_g79467	NO2JIHDX1	placed	R180	{305.76 593.6 308.0 598.08}
u_core_g79468	NO2JIHDX1	placed	MY	{193.76 508.48 196.0 512.96}
u_core_g79469	NO2JIHDX1	placed	R180	{193.2 539.84 195.44 544.32}
u_core_g79470	NO2JIHDX1	placed	R180	{685.44 244.16 687.68 248.64}
u_core_g79471	NO2JIHDX1	placed	MY	{193.76 571.2 196.0 575.68}
u_core_g79472	NO2JIHDX1	placed	R0	{196.0 132.16 198.24 136.64}
u_core_g79473	NO2JIHDX1	placed	R180	{491.12 172.48 493.36 176.96}
u_core_g79474	NO2JIHDX1	placed	R0	{404.32 705.6 406.56 710.08}
u_core_g79475	NO2JIHDX1	placed	MX	{446.32 584.64 448.56 589.12}
u_core_g79476	NO2JIHDX1	placed	R0	{507.92 168.0 510.16 172.48}
u_core_g79477	NO2JIHDX1	placed	MY	{521.36 150.08 523.6 154.56}
u_core_g79478	NO2JIHDX1	placed	MX	{493.92 468.16 496.16 472.64}
u_core_g79479	NO2JIHDX1	placed	MX	{225.68 539.84 227.92 544.32}
u_core_g79480	NO2JIHDX1	placed	R0	{210.56 571.2 212.8 575.68}
u_core_g79481	NO2JIHDX1	placed	R0	{484.4 463.68 486.64 468.16}
u_core_g79482	NO2JIHDX1	placed	R0	{446.88 589.12 449.12 593.6}
u_core_g79483	NO2JIHDX1	placed	R180	{168.56 548.8 170.8 553.28}
u_core_g79484	NO2JIHDX1	placed	R180	{404.88 745.92 407.12 750.4}
u_core_g79485	NO2JIHDX1	placed	R180	{465.92 548.8 468.16 553.28}
u_core_g79486	NO2JIHDX1	placed	MY	{398.16 660.8 400.4 665.28}
u_core_g79487	NO2JIHDX1	placed	MY	{134.96 553.28 137.2 557.76}
u_core_g79488	NO2JIHDX1	placed	MX	{524.16 683.2 526.4 687.68}
u_core_g79489	NO2JIHDX1	placed	MY	{460.32 311.36 462.56 315.84}
u_core_g79490	NO2JIHDX1	placed	R0	{155.12 553.28 157.36 557.76}
u_core_g79491	NO2JIHDX1	placed	R180	{451.36 575.68 453.6 580.16}
u_core_g79492	NO2JIHDX1	placed	MY	{568.4 571.2 570.64 575.68}
u_core_g79493	NO2JIHDX1	placed	MX	{165.76 271.04 168.0 275.52}
u_core_g79494	NO2JIHDX1	placed	R180	{122.64 504.0 124.88 508.48}
u_core_g79495	NO2JIHDX1	placed	MX	{515.2 692.16 517.44 696.64}
u_core_g79496	NO2JIHDX1	placed	MX	{515.76 127.68 518.0 132.16}
u_core_g79497	NO2JIHDX1	placed	R0	{428.4 159.04 430.64 163.52}
u_core_g79498	NO2JIHDX1	placed	R0	{406.0 687.68 408.24 692.16}
u_core_g79499	NO2JIHDX1	placed	MX	{521.36 136.64 523.6 141.12}
u_core_g79500	NO2JIHDX1	placed	R0	{403.2 678.72 405.44 683.2}
u_core_g79501	NO2JIHDX1	placed	MY	{672.0 454.72 674.24 459.2}
u_core_g79502	NO2JIHDX1	placed	R180	{540.96 602.56 543.2 607.04}
u_core_g79503	NO2JIHDX1	placed	R0	{414.96 78.4 417.2 82.88}
u_core_g79504	NO2JIHDX1	placed	MX	{426.16 73.92 428.4 78.4}
u_core_g79505	NO2JIHDX1	placed	R0	{135.52 508.48 137.76 512.96}
u_core_g79506	NO2JIHDX1	placed	R180	{462.0 432.32 464.24 436.8}
u_core_g79507	NO2JIHDX1	placed	MY	{481.04 508.48 483.28 512.96}
u_core_g79508	NO2JIHDX1	placed	MX	{175.28 512.96 177.52 517.44}
u_core_g79509	NO2JIHDX1	placed	MX	{561.68 602.56 563.92 607.04}
u_core_g79510	NO2JIHDX1	placed	MX	{593.04 584.64 595.28 589.12}
u_core_g79511	NO2JIHDX1	placed	MX	{613.2 575.68 615.44 580.16}
u_core_g79512	NO2JIHDX1	placed	R0	{601.44 580.16 603.68 584.64}
u_core_g79513	NO2JIHDX1	placed	R0	{610.4 580.16 612.64 584.64}
u_core_g79514	NO2JIHDX1	placed	MX	{502.88 360.64 505.12 365.12}
u_core_g79515	NO2JIHDX1	placed	MY	{552.16 598.08 554.4 602.56}
u_core_g79516	NO2JIHDX1	placed	MY	{415.52 114.24 417.76 118.72}
u_core_g79517	NO2JIHDX1	placed	MY	{275.52 427.84 277.76 432.32}
u_core_g79518	NO2JIHDX1	placed	MX	{413.84 82.88 416.08 87.36}
u_core_g79519	NO2JIHDX1	placed	R0	{277.76 418.88 280.0 423.36}
u_core_g79520	NO2JIHDX1	placed	MY	{589.12 194.88 591.36 199.36}
u_core_g79521	NO2JIHDX1	placed	R0	{561.12 607.04 563.36 611.52}
u_core_g79522	NO2JIHDX1	placed	R180	{267.68 441.28 269.92 445.76}
u_core_g79523	NO2JIHDX1	placed	MY	{477.12 374.08 479.36 378.56}
u_core_g79524	NO2JIHDX1	placed	MX	{291.76 656.32 294.0 660.8}
u_core_g79525	NO2JIHDX1	placed	R180	{304.08 620.48 306.32 624.96}
u_core_g79526	NO2JIHDX1	placed	MX	{292.88 647.36 295.12 651.84}
u_core_g79527	NO2JIHDX1	placed	MX	{234.08 441.28 236.32 445.76}
u_core_g79528	NO2JIHDX1	placed	MX	{341.04 683.2 343.28 687.68}
u_core_g79529	NO2JIHDX1	placed	R0	{516.32 123.2 518.56 127.68}
u_core_g79530	NO2JIHDX1	placed	MY	{318.64 750.4 320.88 754.88}
u_core_g79531	NO2JIHDX1	placed	MY	{341.6 705.6 343.84 710.08}
u_core_g79532	NO2JIHDX1	placed	MX	{576.8 127.68 579.04 132.16}
u_core_g79533	NO2JIHDX1	placed	R0	{604.24 168.0 606.48 172.48}
u_core_g79534	NO2JIHDX1	placed	R0	{523.04 105.28 525.28 109.76}
u_core_g79535	NO2JIHDX1	placed	MX	{275.52 468.16 277.76 472.64}
u_core_g79536	NO2JIHDX1	placed	MY	{164.08 508.48 166.32 512.96}
u_core_g79537	NO2JIHDX1	placed	MY	{209.44 508.48 211.68 512.96}
u_core_g79538	NO2JIHDX1	placed	R0	{491.68 284.48 493.92 288.96}
u_core_g79539	NO2JIHDX1	placed	MY	{202.72 508.48 204.96 512.96}
u_core_g79540	NA22JIHDX0	placed	R180	{666.4 136.64 669.76 141.12}
u_core_g79541	NO2JIHDX1	placed	MY	{463.68 660.8 465.92 665.28}
u_core_g79542	NO2JIHDX1	placed	R180	{293.44 351.68 295.68 356.16}
u_core_g79543	NO2JIHDX1	placed	R180	{514.08 109.76 516.32 114.24}
u_core_g79544	NO2JIHDX1	placed	MY	{514.08 114.24 516.32 118.72}
u_core_g79545	NO2JIHDX1	placed	MY	{459.2 660.8 461.44 665.28}
u_core_g79546	NO2JIHDX1	placed	R0	{427.84 750.4 430.08 754.88}
u_core_g79547	NO2JIHDX1	placed	MY	{286.72 705.6 288.96 710.08}
u_core_g79548	NO2JIHDX1	placed	MX	{329.28 91.84 331.52 96.32}
u_core_g79549	NO2JIHDX1	placed	MY	{551.04 329.28 553.28 333.76}
u_core_g79550	NO2JIHDX1	placed	MX	{311.36 136.64 313.6 141.12}
u_core_g79551	NO2JIHDX1	placed	R0	{442.4 750.4 444.64 754.88}
u_core_g79552	NO2JIHDX1	placed	MY	{310.24 356.16 312.48 360.64}
u_core_g79553	NO2JIHDX1	placed	MY	{295.12 78.4 297.36 82.88}
u_core_g79554	NO2JIHDX1	placed	R180	{395.92 745.92 398.16 750.4}
u_core_g79555	NO2JIHDX1	placed	R0	{555.52 562.24 557.76 566.72}
u_core_g79556	NO2JIHDX1	placed	MY	{526.96 418.88 529.2 423.36}
u_core_g79557	NO2JIHDX1	placed	MX	{542.64 539.84 544.88 544.32}
u_core_g79558	NO2JIHDX1	placed	MX	{506.8 548.8 509.04 553.28}
u_core_g79559	NO2JIHDX1	placed	R0	{315.28 168.0 317.52 172.48}
u_core_g79560	NO2JIHDX1	placed	R0	{309.68 132.16 311.92 136.64}
u_core_g79561	NO2JIHDX1	placed	MX	{415.52 91.84 417.76 96.32}
u_core_g79562	NO2JIHDX1	placed	MY	{370.16 60.48 372.4 64.96}
u_core_g79563	NO2JIHDX1	placed	R0	{280.56 651.84 282.8 656.32}
u_core_g79564	NO2JIHDX1	placed	R0	{250.32 651.84 252.56 656.32}
u_core_g79565	NO2JIHDX1	placed	MX	{342.16 692.16 344.4 696.64}
u_core_g79566	NO2JIHDX1	placed	R180	{553.84 163.52 556.08 168.0}
u_core_g79567	NO2JIHDX1	placed	R180	{244.72 647.36 246.96 651.84}
u_core_g79568	NO2JIHDX1	placed	R0	{347.2 624.96 349.44 629.44}
u_core_g79569	NO2JIHDX1	placed	R180	{537.6 280.0 539.84 284.48}
u_core_g79570	NO2JIHDX1	placed	R0	{347.2 633.92 349.44 638.4}
u_core_g79571	NO2JIHDX1	placed	R180	{301.28 253.12 303.52 257.6}
u_core_g79572	NO2JIHDX1	placed	MX	{490.56 253.12 492.8 257.6}
u_core_g79573	NO2JIHDX1	placed	R180	{319.2 736.96 321.44 741.44}
u_core_g79574	NO2JIHDX1	placed	R0	{395.92 427.84 398.16 432.32}
u_core_g79575	NO2JIHDX1	placed	R180	{551.04 199.36 553.28 203.84}
u_core_g79576	NO2JIHDX1	placed	MX	{274.96 459.2 277.2 463.68}
u_core_g79577	NO2JIHDX1	placed	MX	{561.68 441.28 563.92 445.76}
u_core_g79578	NO2JIHDX1	placed	R180	{300.16 235.2 302.4 239.68}
u_core_g79579	NO2JIHDX1	placed	MX	{369.6 73.92 371.84 78.4}
u_core_g79580	NO2JIHDX1	placed	R0	{533.12 409.92 535.36 414.4}
u_core_g79581	NO2JIHDX1	placed	MY	{172.48 400.96 174.72 405.44}
u_core_g79582	NO2JIHDX1	placed	MY	{170.24 392.0 172.48 396.48}
u_core_g79583	NO2JIHDX1	placed	MX	{271.6 127.68 273.84 132.16}
u_core_g79584	NO2JIHDX1	placed	R0	{152.88 356.16 155.12 360.64}
u_core_g79585	NO2JIHDX1	placed	MY	{395.36 750.4 397.6 754.88}
u_core_g79586	NO2JIHDX1	placed	R180	{268.8 405.44 271.04 409.92}
u_core_g79587	NO2JIHDX1	placed	R0	{454.72 392.0 456.96 396.48}
u_core_g79588	NO2JIHDX1	placed	R0	{465.92 409.92 468.16 414.4}
u_core_g79589	NO2JIHDX1	placed	MY	{147.84 329.28 150.08 333.76}
u_core_g79590	NO2JIHDX1	placed	MX	{422.24 387.52 424.48 392.0}
u_core_g79591	NO2JIHDX1	placed	MX	{556.08 432.32 558.32 436.8}
u_core_g79592	NO2JIHDX1	placed	MX	{165.2 280.0 167.44 284.48}
u_core_g79593	NO2JIHDX1	placed	MY	{417.76 392.0 420.0 396.48}
u_core_g79594	NO2JIHDX1	placed	R180	{480.48 208.32 482.72 212.8}
u_core_g79595	NO2JIHDX1	placed	R0	{535.92 418.88 538.16 423.36}
u_core_g79596	NO2JIHDX1	placed	MX	{444.08 154.56 446.32 159.04}
u_core_g79597	NO2JIHDX1	placed	MX	{431.76 638.4 434.0 642.88}
u_core_g79598	NO2JIHDX1	placed	R0	{518.56 338.24 520.8 342.72}
u_core_g79599	NO2JIHDX1	placed	R0	{150.08 311.36 152.32 315.84}
u_core_g79600	NO2JIHDX1	placed	MX	{614.88 566.72 617.12 571.2}
u_core_g79601	NO2JIHDX1	placed	R180	{288.4 190.4 290.64 194.88}
u_core_g79602	NO2JIHDX1	placed	MY	{304.64 356.16 306.88 360.64}
u_core_g79603	NO2JIHDX1	placed	R0	{549.36 472.64 551.6 477.12}
u_core_g79604	NO2JIHDX1	placed	R0	{490.56 248.64 492.8 253.12}
u_core_g79605	NO2JIHDX1	placed	MX	{223.44 414.4 225.68 418.88}
u_core_g79606	NO2JIHDX1	placed	MY	{553.28 275.52 555.52 280.0}
u_core_g79607	NO2JIHDX1	placed	MX	{482.72 521.92 484.96 526.4}
u_core_g79608	NO2JIHDX1	placed	R0	{496.72 266.56 498.96 271.04}
u_core_g79609	NO2JIHDX1	placed	MY	{215.04 409.92 217.28 414.4}
u_core_g79610	NO2JIHDX1	placed	R180	{365.12 235.2 367.36 239.68}
u_core_g79611	NO2JIHDX1	placed	MX	{150.08 441.28 152.32 445.76}
u_core_g79612	NO2JIHDX1	placed	MX	{150.08 432.32 152.32 436.8}
u_core_g79613	NO2JIHDX1	placed	R180	{223.44 136.64 225.68 141.12}
u_core_g79614	NO2JIHDX1	placed	MY	{355.6 230.72 357.84 235.2}
u_core_g79615	NO2JIHDX1	placed	R0	{151.2 427.84 153.44 432.32}
u_core_g79616	NO2JIHDX1	placed	R180	{305.76 181.44 308.0 185.92}
u_core_g79617	NO2JIHDX1	placed	MY	{318.64 400.96 320.88 405.44}
u_core_g79618	NO2JIHDX1	placed	MX	{551.04 432.32 553.28 436.8}
u_core_g79619	NO2JIHDX1	placed	MX	{614.88 557.76 617.12 562.24}
u_core_g79620	NO2JIHDX1	placed	R180	{251.44 342.72 253.68 347.2}
u_core_g79621	NO2JIHDX1	placed	MY	{544.32 472.64 546.56 477.12}
u_core_g79622	NO2JIHDX1	placed	MY	{227.36 508.48 229.6 512.96}
u_core_g79623	NO2JIHDX1	placed	MX	{145.04 450.24 147.28 454.72}
u_core_g79624	NO2JIHDX1	placed	MY	{209.44 338.24 211.68 342.72}
u_core_g79625	NO2JIHDX1	placed	MY	{480.48 284.48 482.72 288.96}
u_core_g79626	NO2JIHDX1	placed	R0	{266.0 230.72 268.24 235.2}
u_core_g79627	NO2JIHDX1	placed	MX	{535.36 638.4 537.6 642.88}
u_core_g79628	NO2JIHDX1	placed	MX	{150.08 333.76 152.32 338.24}
u_core_g79629	NO2JIHDX1	placed	R180	{236.32 342.72 238.56 347.2}
u_core_g79630	ON21JIHDX1	placed	R0	{683.2 338.24 686.0 342.72}
u_core_g79631	AO32JIHDX0	placed	R0	{697.2 239.68 701.68 244.16}
u_core_g79632	ON31JIHDX0	placed	R0	{724.64 194.88 728.0 199.36}
u_core_g79633	ON21JIHDX1	placed	R0	{699.44 194.88 702.24 199.36}
u_core_g79634	ON21JIHDX1	placed	R180	{702.24 378.56 705.04 383.04}
u_core_g79635	NO3JIHDX0	placed	MX	{696.64 163.52 699.44 168.0}
u_core_g79636	NA5I4JIHDX1	placed	R180	{703.92 486.08 709.52 490.56}
u_core_g79637	AN211JIHDX1	placed	R0	{708.96 356.16 712.32 360.64}
u_core_g79638	NA5I4JIHDX1	placed	R0	{712.32 409.92 717.92 414.4}
u_core_g79639	OA211JIHDX0	placed	MX	{707.84 432.32 711.76 436.8}
u_core_g79640	AN22JIHDX1	placed	R0	{588.56 383.04 591.92 387.52}
u_core_g79641	AN22JIHDX1	placed	MX	{585.76 378.56 589.12 383.04}
u_core_g79642	ON21JIHDX1	placed	R0	{786.24 526.4 789.04 530.88}
u_core_g79643	AN22JIHDX1	placed	MX	{587.44 387.52 590.8 392.0}
u_core_g79644	NA4I1JIHDX1	placed	MY	{698.32 445.76 702.8 450.24}
u_core_g79645	AO22JIHDX1	placed	R0	{565.04 392.0 569.52 396.48}
u_core_g79646	AN22JIHDX1	placed	R180	{598.08 378.56 601.44 383.04}
u_core_g79647	AN22JIHDX1	placed	MX	{568.4 378.56 571.76 383.04}
u_core_g79648	AN22JIHDX1	placed	R0	{558.88 392.0 562.24 396.48}
u_core_g79649	AN22JIHDX0	placed	R180	{725.2 181.44 728.56 185.92}
u_core_g79650	ON22JIHDX0	placed	R0	{683.76 427.84 687.12 432.32}
u_core_g79651	NA4JIHDX0	placed	R0	{696.64 168.0 700.0 172.48}
u_core_g79652	CAGJIHDX1	placed	R0	{618.8 239.68 623.84 244.16}
u_core_g79653	NO2I1JIHDX1	placed	R180	{689.36 181.44 692.16 185.92}
u_core_g79654	AN21JIHDX1	placed	R0	{796.32 526.4 799.12 530.88}
u_core_g79655	NA22JIHDX0	placed	MY	{548.8 481.6 552.16 486.08}
u_core_g79656	NA22JIHDX0	placed	MX	{614.32 539.84 617.68 544.32}
u_core_g79657	AO22JIHDX1	placed	MX	{610.4 512.96 614.88 517.44}
u_core_g79658	CAGJIHDX1	placed	R0	{548.24 436.8 553.28 441.28}
u_core_g79659	CAGJIHDX1	placed	MY	{585.2 275.52 590.24 280.0}
u_core_g79660	NA3I1JIHDX0	placed	R180	{729.12 118.72 732.48 123.2}
u_core_g79661	NA2JIHDX1	placed	MX	{728.0 414.4 730.24 418.88}
u_core_g79662	CAGJIHDX1	placed	MX	{627.76 217.28 632.8 221.76}
u_core_g79663	NO4I2JIHDX0	placed	MX	{696.08 172.48 700.0 176.96}
u_core_g79664	ON22JIHDX0	placed	R0	{714.56 418.88 717.92 423.36}
u_core_g79665	NO4I2JIHDX0	placed	R0	{695.52 185.92 699.44 190.4}
u_core_g79666	CAGJIHDX1	placed	R180	{551.6 378.56 556.64 383.04}
u_core_g79667	NA3I1JIHDX0	placed	R180	{701.12 109.76 704.48 114.24}
u_core_g79668	NO3I2JIHDX0	placed	MX	{689.36 118.72 692.72 123.2}
u_core_g79669	NA3I1JIHDX0	placed	MY	{729.12 114.24 732.48 118.72}
u_core_g79670	NA3I2JIHDX0	placed	R0	{702.24 105.28 705.6 109.76}
u_core_g79671	NO3I1JIHDX0	placed	R0	{687.68 114.24 691.04 118.72}
u_core_g79672	NO3JIHDX0	placed	R0	{720.16 150.08 722.96 154.56}
u_core_g79673	NA3I2JIHDX0	placed	R0	{692.72 105.28 696.08 109.76}
u_core_g79674	NA3JIHDX0	placed	R180	{721.28 145.6 724.08 150.08}
u_core_g79675	NO3I2JIHDX0	placed	MX	{689.36 109.76 692.72 114.24}
u_core_g79676	NO3I1JIHDX0	placed	R0	{687.68 105.28 691.04 109.76}
u_core_g79677	NO2I1JIHDX1	placed	MX	{700.0 432.32 702.8 436.8}
u_core_g79678	NO3I1JIHDX0	placed	MY	{717.36 105.28 720.72 109.76}
u_core_g79679	NO3I1JIHDX0	placed	MX	{708.4 172.48 711.76 176.96}
u_core_g79680	NA3I2JIHDX1	placed	MX	{795.76 539.84 799.12 544.32}
u_core_g79681	NA3I1JIHDX0	placed	R180	{719.04 100.8 722.4 105.28}
u_core_g79682	NA3I1JIHDX0	placed	R180	{710.08 109.76 713.44 114.24}
u_core_g79683	NO3I1JIHDX0	placed	MY	{706.16 168.0 709.52 172.48}
u_core_g79684	NA3I2JIHDX1	placed	R180	{734.72 190.4 738.08 194.88}
u_core_g79685	OR2JIHDX1	placed	MX	{710.08 199.36 712.88 203.84}
u_core_g79686	NO3I1JIHDX0	placed	R0	{706.16 105.28 709.52 109.76}
u_core_g79687	NO2I1JIHDX1	placed	MX	{692.72 199.36 695.52 203.84}
u_core_g79688	NO3JIHDX1	placed	R180	{731.92 154.56 734.72 159.04}
u_core_g79689	NO2I1JIHDX1	placed	MY	{733.04 185.92 735.84 190.4}
u_core_g79690	NA3JIHDX0	placed	R180	{739.76 154.56 742.56 159.04}
u_core_g79691	NA22JIHDX1	placed	MX	{706.16 423.36 709.52 427.84}
u_core_g79692	NO2JIHDX1	placed	MY	{798.0 535.36 800.24 539.84}
u_core_g79693	AO22JIHDX1	placed	MY	{698.88 427.84 703.36 432.32}
u_core_g79694	ON21JIHDX1	placed	MX	{944.16 826.56 946.96 831.04}
u_core_g79695	OR3JIHDX1	placed	MX	{802.48 530.88 805.84 535.36}
u_core_g79697	NA2I1JIHDX1	placed	R180	{893.2 817.6 896.0 822.08}
u_core_g79698	OR4JIHDX0	placed	R0	{711.2 454.72 716.24 459.2}
u_core_g79700	INJIHDX1	placed	R0	{691.6 356.16 693.28 360.64}
u_core_g79701	INJIHDX1	placed	MX	{809.76 387.52 811.44 392.0}
u_core_g79703	INJIHDX1	placed	R0	{818.72 562.24 820.4 566.72}
u_core_g79705	INJIHDX1	placed	R0	{823.76 616.0 825.44 620.48}
u_core_g79706	INJIHDX1	placed	R0	{790.72 526.4 792.4 530.88}
u_core_g79707	INJIHDX1	placed	R0	{702.24 203.84 703.92 208.32}
u_core_g79708	INJIHDX1	placed	MX	{690.48 441.28 692.16 445.76}
u_core_g79812	MU2IJIHDX1	placed	MY	{399.84 750.4 403.76 754.88}
u_core_g79813	MU2IJIHDX1	placed	R180	{399.84 745.92 403.76 750.4}
u_core_g79814	MU2IJIHDX1	placed	R180	{483.28 512.96 487.2 517.44}
u_core_g79815	AND2JIHDX1	placed	MY	{693.84 508.48 696.64 512.96}
u_core_g79816	NA2JIHDX1	placed	R0	{681.52 499.52 683.76 504.0}
u_core_g79817	MU2IJIHDX1	placed	MY	{478.24 472.64 482.16 477.12}
u_core_g79818	MU2IJIHDX1	placed	MY	{403.76 651.84 407.68 656.32}
u_core_g79819	MU2IJIHDX1	placed	R180	{469.84 486.08 473.76 490.56}
u_core_g79820	MU2IJIHDX1	placed	MY	{469.28 472.64 473.2 477.12}
u_core_g79821	MU2IJIHDX1	placed	MY	{267.12 589.12 271.04 593.6}
u_core_g79822	MU2IJIHDX1	placed	R180	{258.72 593.6 262.64 598.08}
u_core_g79823	MU2IJIHDX1	placed	MX	{314.16 584.64 318.08 589.12}
u_core_g79824	MU2IJIHDX1	placed	R180	{290.64 692.16 294.56 696.64}
u_core_g79825	MU2IJIHDX1	placed	R0	{282.8 589.12 286.72 593.6}
u_core_g79826	MU2IJIHDX1	placed	MY	{201.04 571.2 204.96 575.68}
u_core_g79827	MU2IJIHDX1	placed	R0	{224.56 535.36 228.48 539.84}
u_core_g79828	MU2IJIHDX1	placed	MY	{149.52 553.28 153.44 557.76}
u_core_g79829	MU2IJIHDX1	placed	R180	{161.28 539.84 165.2 544.32}
u_core_g79830	MU2IJIHDX1	placed	MX	{152.88 557.76 156.8 562.24}
u_core_g79831	MU2IJIHDX1	placed	R180	{526.96 674.24 530.88 678.72}
u_core_g79832	MU2IJIHDX1	placed	R0	{473.76 732.48 477.68 736.96}
u_core_g79833	MU2IJIHDX1	placed	R180	{413.28 253.12 417.2 257.6}
u_core_g79834	AN21JIHDX0	placed	MX	{676.48 136.64 679.28 141.12}
