config,delay_ps,estimator,N,count,mean,std,min,max,median,rmse,mae,p90_ae,p99_ae
multihit_15_cal_nominal,50,conv_mean,4,1000,-3039.333333333334,4.549748952343969e-13,-3039.3333333333335,-3039.3333333333335,-3039.3333333333335,3039.3333333333326,3039.333333333334,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,5,1000,-3039.333333333334,4.549748952343969e-13,-3039.3333333333335,-3039.3333333333335,-3039.3333333333335,3039.3333333333326,3039.333333333334,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,6,1000,-3039.5040000000004,3.8143121820147607,-3124.6666666666665,-3039.3333333333335,-3039.3333333333335,3039.5063909201513,3039.5040000000004,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,7,1000,-3039.3333333333335,4.549748952343969e-13,-3039.333333333333,-3039.333333333333,-3039.333333333333,3039.3333333333326,3039.3333333333335,3039.333333333333,3039.333333333333
multihit_15_cal_nominal,50,conv_mean,8,1000,-3039.397333333334,2.0238577025077626,-3103.3333333333335,-3039.3333333333335,-3039.3333333333335,3039.3980064772322,3039.397333333334,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,9,1000,-3039.3902222222223,1.798984624451338,-3096.222222222222,-3039.3333333333335,-3039.3333333333335,3039.3907540902637,3039.3902222222223,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,10,1000,-3039.4357333333332,2.288587309208877,-3090.5333333333333,-3039.333333333333,-3039.333333333333,3039.4365940841362,3039.4357333333332,3039.333333333333,3039.333333333333
multihit_15_cal_nominal,50,conv_mean,11,1000,-3039.379878787879,1.4718965109147353,-3085.8787878787875,-3039.333333333333,-3039.333333333333,3039.380234832996,3039.379878787879,3039.333333333333,3039.333333333333
multihit_15_cal_nominal,50,conv_mean,12,1000,-3039.418666666667,1.9071560910073801,-3082.0,-3039.3333333333335,-3039.3333333333335,3039.419264413662,3039.418666666667,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,13,1000,-3039.4908717948724,2.487158882826106,-3078.7179487179487,-3039.3333333333335,-3039.3333333333335,3039.4918883750447,3039.4908717948724,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,14,1000,-3039.3699047619048,1.1564901157187315,-3075.9047619047624,-3039.3333333333335,-3039.3333333333335,3039.370124565994,3039.3699047619048,3039.3333333333335,3039.3333333333335
multihit_15_cal_nominal,50,conv_mean,15,1000,-3039.538133333335,2.6373318232282474,-3073.466666666667,-3039.333333333334,-3039.333333333334,3039.5392763626396,3039.538133333335,3039.333333333334,3039.333333333334
multihit_15_cal_nominal,100,conv_mean,1,1000,-3288.0,0.0,-3288.0,-3288.0,-3288.0,3288.0,3288.0,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,2,1000,-3288.0,0.0,-3288.0,-3288.0,-3288.0,3288.0,3288.0,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,3,1000,-3287.870222222222,4.103933674529633,-3288.0,-3158.222222222222,-3288.0,3287.872780933736,3287.870222222222,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,4,1000,-3288.0,0.0,-3288.0,-3288.0,-3288.0,3288.0,3288.0,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,5,1000,-3288.0,0.0,-3288.0,-3288.0,-3288.0,3288.0,3288.0,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,6,1000,-3287.935111111111,2.0519668372648234,-3288.0,-3223.111111111111,-3288.0,3287.9357507765517,3287.935111111111,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,7,1000,-3287.8887619047623,2.486114190063205,-3288.0,-3232.380952380952,-3288.0,3287.8897008936647,3287.8887619047623,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,8,1000,-3287.951333333333,1.538975127948621,-3288.0,-3239.333333333333,-3288.0,3287.951693143384,3287.951333333333,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,9,1000,-3287.9567407407408,1.3679778915098866,-3288.0,-3244.7407407407404,-3288.0,3287.9570250346374,3287.9567407407408,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,10,1000,-3287.9221333333335,1.7402799330442444,-3288.0,-3249.0666666666666,-3288.0,3287.9225934332594,3287.9221333333335,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,11,1000,-3287.8938181818185,1.9366643818382852,-3288.0,-3252.6060606060605,-3288.0,3287.89438798701,3287.8938181818185,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,12,1000,-3287.9675555555555,1.0259834186324186,-3288.0,-3255.555555555555,-3288.0,3287.9677154703495,3287.9675555555555,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,13,1000,-3287.9401025641023,1.3386768715725057,-3288.0,-3258.0512820512818,-3288.0,3287.9403748110994,3287.9401025641023,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,14,1000,-3287.916571428572,1.521664871444366,-3288.0,-3260.190476190476,-3288.0,3287.9169231936394,3287.916571428572,3288.0,3288.0
multihit_15_cal_nominal,100,conv_mean,15,1000,-3287.922133333334,1.4202205466814157,-3288.0,-3262.0444444444443,-3288.0,3287.922439759276,3287.922133333334,3288.0,3288.0
multihit_15_cal_nominal,200,conv_mean,1,1000,-3022.229333333333,13.8296943004697,-3022.6666666666665,-2585.3333333333335,-3022.6666666666665,3022.2609438042314,3022.229333333333,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,2,1000,-3022.666666666666,4.549748952343969e-13,-3022.6666666666665,-3022.6666666666665,-3022.6666666666665,3022.666666666666,3022.666666666666,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,3,1000,-3022.666666666666,4.549748952343969e-13,-3022.6666666666665,-3022.6666666666665,-3022.6666666666665,3022.666666666666,3022.666666666666,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,4,1000,-3022.666666666666,4.549748952343969e-13,-3022.6666666666665,-3022.6666666666665,-3022.6666666666665,3022.666666666666,3022.666666666666,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,5,1000,-3022.5791999999997,2.7659388600939434,-3022.6666666666665,-2935.2,-3022.6666666666665,3022.580464278825,3022.5791999999997,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,6,1000,-3022.520888888888,3.2580583221376314,-3022.6666666666665,-2949.7777777777774,-3022.6666666666665,3022.522643107701,3022.520888888888,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,7,1000,-3022.541714285714,2.7926214189751177,-3022.666666666667,-2960.190476190476,-3022.666666666667,3022.5430030907546,3022.541714285714,3022.666666666667,3022.666666666667
multihit_15_cal_nominal,200,conv_mean,8,1000,-3022.666666666666,4.549748952343969e-13,-3022.6666666666665,-3022.6666666666665,-3022.6666666666665,3022.666666666666,3022.666666666666,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,9,1000,-3022.618074074074,1.5366327000521771,-3022.6666666666665,-2974.0740740740744,-3022.6666666666665,3022.6184642786257,3022.618074074074,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,10,1000,-3022.5354666666667,2.392974345778272,-3022.666666666667,-2978.9333333333334,-3022.666666666667,3022.5364129912114,3022.5354666666667,3022.666666666667,3022.666666666667
multihit_15_cal_nominal,200,conv_mean,11,1000,-3022.428121212121,3.0718921804647468,-3022.666666666667,-2982.909090909091,-3022.666666666667,3022.4296807335118,3022.428121212121,3022.666666666667,3022.666666666667
multihit_15_cal_nominal,200,conv_mean,12,1000,-3022.520888888888,2.3014855634484643,-3022.6666666666665,-2986.222222222222,-3022.6666666666665,3022.521764240688,3022.520888888888,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,13,1000,-3022.633025641025,1.0638226384976772,-3022.6666666666665,-2989.0256410256407,-3022.6666666666665,3022.6332126612233,3022.633025641025,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,14,1000,-3022.5417142857136,1.97270191152725,-3022.6666666666665,-2991.428571428571,-3022.6666666666665,3022.5423573969156,3022.5417142857136,3022.6666666666665,3022.6666666666665
multihit_15_cal_nominal,200,conv_mean,15,1000,-3022.5791999999983,1.5953162305188402,-3022.666666666666,-2993.5111111111105,-3022.666666666666,3022.579620582637,3022.5791999999983,3022.666666666666,3022.666666666666
multihit_15_cal_nominal,500,conv_mean,1,1000,-3357.333333333334,4.549748952343969e-13,-3357.3333333333335,-3357.3333333333335,-3357.3333333333335,3357.3333333333326,3357.333333333334,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,2,1000,-3357.333333333334,4.549748952343969e-13,-3357.3333333333335,-3357.3333333333335,-3357.3333333333335,3357.3333333333326,3357.333333333334,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,3,1000,-3357.441777777778,3.429314440360372,-3465.777777777778,-3357.3333333333335,-3357.3333333333335,3357.443527388798,3357.441777777778,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,4,1000,-3357.414666666667,2.571985830270287,-3438.666666666667,-3357.3333333333335,-3357.3333333333335,3357.4156508309247,3357.414666666667,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,5,1000,-3357.333333333334,4.549748952343969e-13,-3357.3333333333335,-3357.3333333333335,-3357.3333333333335,3357.3333333333326,3357.333333333334,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,6,1000,-3357.333333333334,4.549748952343969e-13,-3357.3333333333335,-3357.3333333333335,-3357.3333333333335,3357.3333333333326,3357.333333333334,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,7,1000,-3357.37980952381,1.4697061887258713,-3403.8095238095234,-3357.333333333333,-3357.333333333333,3357.3801308869347,3357.37980952381,3357.333333333333,3357.333333333333
multihit_15_cal_nominal,500,conv_mean,8,1000,-3357.3740000000003,1.2859929151351364,-3398.0,-3357.3333333333335,-3357.3333333333335,3357.3742460440712,3357.3740000000003,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,9,1000,-3357.333333333334,4.549748952343969e-13,-3357.3333333333335,-3357.3333333333335,-3357.3333333333335,3357.3333333333326,3357.333333333334,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,10,1000,-3357.333333333334,4.549748952343969e-13,-3357.3333333333335,-3357.3333333333335,-3357.3333333333335,3357.3333333333326,3357.333333333334,3357.3333333333335,3357.3333333333335
multihit_15_cal_nominal,500,conv_mean,11,1000,-3357.3924848484867,1.3220059267210162,-3386.9090909090914,-3357.333333333334,-3357.333333333334,3357.3927448645413,3357.3924848484867,3357.333333333334,3357.333333333334
multihit_15_cal_nominal,500,conv_mean,12,1000,-3357.3604444444463,0.857328610090086,-3384.444444444445,-3357.333333333334,-3357.333333333334,3357.3605537978096,3357.3604444444463,3357.333333333334,3357.333333333334
multihit_15_cal_nominal,500,conv_mean,13,1000,-3357.3583589743607,0.7913802554677674,-3382.3589743589746,-3357.333333333334,-3357.333333333334,3357.358452151249,3357.3583589743607,3357.333333333334,3357.333333333334
multihit_15_cal_nominal,500,conv_mean,14,1000,-3357.4262857142876,1.4674977634531745,-3380.57142857143,-3357.3333333333344,-3357.3333333333344,3357.4266061079225,3357.4262857142876,3357.3333333333344,3357.3333333333344
multihit_15_cal_nominal,500,conv_mean,15,1000,-3357.3550222222243,0.6858628880720745,-3379.0222222222233,-3357.3333333333344,-3357.3333333333344,3357.355092208489,3357.3550222222243,3357.3333333333344,3357.3333333333344
multihit_15_cal_nominal,1000,conv_mean,1,1000,-3694.666666666666,9.099497904687939e-13,-3694.666666666667,-3694.666666666667,-3694.666666666667,3694.6666666666674,3694.666666666666,3694.666666666667,3694.666666666667
multihit_15_cal_nominal,1000,conv_mean,2,1000,-3694.666666666666,9.099497904687939e-13,-3694.666666666667,-3694.666666666667,-3694.666666666667,3694.6666666666674,3694.666666666666,3694.666666666667,3694.666666666667
multihit_15_cal_nominal,1000,conv_mean,3,1000,-3694.6666666666656,9.099497904687939e-13,-3694.6666666666665,-3694.6666666666665,-3694.6666666666665,3694.6666666666665,3694.6666666666656,3694.6666666666665,3694.6666666666665
multihit_15_cal_nominal,1000,conv_mean,4,1000,-3694.666666666666,9.099497904687939e-13,-3694.666666666667,-3694.666666666667,-3694.666666666667,3694.6666666666674,3694.666666666666,3694.666666666667,3694.666666666667
multihit_15_cal_nominal,1000,conv_mean,5,1000,-3694.484266666667,3.326817992911223,-3694.666666666667,-3633.8666666666672,-3694.666666666667,3694.4857630389893,3694.484266666667,3694.666666666667,3694.666666666667
multihit_15_cal_nominal,1000,conv_mean,6,1000,-3694.4639999999995,3.199626271135698,-3694.6666666666674,-3644.0000000000005,-3694.6666666666674,3694.465384147844,3694.4639999999995,3694.6666666666674,3694.6666666666674
multihit_15_cal_nominal,1000,conv_mean,7,1000,-3694.666666666666,1.364924685703191e-12,-3694.6666666666674,-3694.6666666666674,-3694.6666666666674,3694.6666666666683,3694.666666666666,3694.6666666666674,3694.6666666666674
multihit_15_cal_nominal,1000,conv_mean,8,1000,-3694.666666666666,9.099497904687939e-13,-3694.666666666667,-3694.666666666667,-3694.666666666667,3694.6666666666674,3694.666666666666,3694.666666666667,3694.666666666667
multihit_15_cal_nominal,1000,conv_mean,9,1000,-3694.565333333332,1.8482322182840234,-3694.6666666666665,-3660.8888888888887,-3694.6666666666665,3694.5657951665735,3694.565333333332,3694.6666666666665,3694.6666666666665
multihit_15_cal_nominal,1000,conv_mean,10,1000,-3694.605866666666,1.3588487148427673,-3694.6666666666665,-3664.2666666666664,-3694.6666666666665,3694.6061163040254,3694.605866666666,3694.6666666666665,3694.6666666666665
multihit_15_cal_nominal,1000,conv_mean,11,1000,-3694.5284848484825,1.9502698050893341,-3694.666666666666,-3667.0303030303025,-3694.666666666666,3694.5289990884617,3694.5284848484825,3694.666666666666,3694.666666666666
multihit_15_cal_nominal,1000,conv_mean,12,1000,-3694.5906666666647,1.386174163713024,-3694.666666666666,-3669.3333333333326,-3694.666666666666,3694.590926446089,3694.5906666666647,3694.666666666666,3694.666666666666
multihit_15_cal_nominal,1000,conv_mean,13,1000,-3694.573128205126,1.476750586678025,-3694.666666666666,-3671.2820512820504,-3694.666666666666,3694.5734230445223,3694.573128205126,3694.666666666666,3694.666666666666
multihit_15_cal_nominal,1000,conv_mean,14,1000,-3694.6666666666647,9.099497904687939e-13,-3694.6666666666656,-3694.6666666666656,-3694.6666666666656,3694.666666666665,3694.6666666666647,3694.6666666666656,3694.6666666666656
multihit_15_cal_nominal,1000,conv_mean,15,1000,-3694.6463999999983,0.6408882724607838,-3694.6666666666656,-3674.399999999999,-3694.6666666666656,3694.6464555299453,3694.6463999999983,3694.6666666666656,3694.6666666666656
multihit_15_cal_nominal,2000,conv_mean,1,1000,-3724.0,0.0,-3724.0,-3724.0,-3724.0,3724.0,3724.0,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,2,1000,-3723.488,16.190861620062105,-3724.0,-3212.0,-3724.0,3723.5231660350923,3723.488,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,3,1000,-3724.0,0.0,-3724.0,-3724.0,-3724.0,3724.0,3724.0,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,4,1000,-3723.488,11.442936546044324,-3724.0,-3468.0,-3724.0,3723.505565458443,3723.488,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,5,1000,-3724.0,0.0,-3724.0,-3724.0,-3724.0,3724.0,3724.0,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,6,1000,-3724.0,0.0,-3724.0,-3724.0,-3724.0,3724.0,3724.0,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,7,1000,-3723.8537142857144,4.625960462874884,-3724.0,-3577.714285714286,-3724.0,3723.856584712978,3723.8537142857144,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,8,1000,-3723.616,7.0038273534973445,-3724.0,-3596.0,-3724.0,3723.6225802301715,3723.616,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,9,1000,-3723.886222222222,3.597969248902691,-3724.0,-3610.222222222222,-3724.0,3723.887958638636,3723.886222222222,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,10,1000,-3723.3855999999996,7.911995469684774,-3724.0,-3621.6,-3724.0,3723.393997868074,3723.3855999999996,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,11,1000,-3723.627636363636,5.878739177588994,-3724.0,-3630.909090909091,-3724.0,3723.632272298889,3723.627636363636,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,12,1000,-3723.744,4.669218235664904,-3724.0,-3638.6666666666665,-3724.0,3723.7469244476497,3723.744,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,13,1000,-3723.606153846154,5.558663735963159,-3724.0,-3645.230769230769,-3724.0,3723.6102987295453,3723.606153846154,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,14,1000,-3723.780571428572,4.002187059141351,-3724.0,-3650.8571428571427,-3724.0,3723.782719981478,3723.780571428572,3724.0,3724.0
multihit_15_cal_nominal,2000,conv_mean,15,1000,-3723.7269333333334,4.311075396898611,-3724.0,-3655.733333333333,-3724.0,3723.7294263705276,3723.7269333333334,3724.0,3724.0
multihit_15_cal_nominal,5000,conv_mean,1,1000,-3060.0,0.0,-3060.0,-3060.0,-3060.0,3060.0,3060.0,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,2,1000,-3060.0,0.0,-3060.0,-3060.0,-3060.0,3060.0,3060.0,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,3,1000,-3060.0,0.0,-3060.0,-3060.0,-3060.0,3060.0,3060.0,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,4,1000,-3059.968,1.0119288512538813,-3060.0,-3028.0,-3060.0,3059.9681671546846,3059.968,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,5,1000,-3059.9744,0.8095430810031022,-3060.0,-3034.4,-3060.0,3059.9745069787755,3059.9744,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,6,1000,-3059.9786666666664,0.6746192341692592,-3060.0,-3038.6666666666665,-3060.0,3059.9787409573796,3059.9786666666664,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,7,1000,-3059.945142857143,1.0005467647853314,-3060.0,-3041.714285714286,-3060.0,3059.945306273914,3059.945142857143,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,8,1000,-3059.968,0.7151835341277701,-3060.0,-3044.0,-3060.0,3059.9680834936826,3059.968,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,9,1000,-3059.943111111111,0.898140707687205,-3060.0,-3045.777777777778,-3060.0,3059.943242788405,3059.943111111111,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,10,1000,-3059.9615999999996,0.700382735349744,-3060.0,-3047.2,-3060.0,3059.961680073788,3059.9615999999996,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,11,1000,-3059.988363636364,0.36797412772868027,-3060.0,-3048.3636363636365,-3060.0,3059.988385739316,3059.988363636364,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,12,1000,-3059.957333333333,0.6736055307653965,-3060.0,-3049.3333333333335,-3060.0,3059.9574074014677,3059.957333333333,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,13,1000,-3059.980307692308,0.4401129440786263,-3060.0,-3050.153846153846,-3060.0,3059.98033931109,3059.980307692308,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,14,1000,-3060.0,0.0,-3060.0,-3060.0,-3060.0,3060.0,3060.0,3060.0,3060.0
multihit_15_cal_nominal,5000,conv_mean,15,1000,-3059.9829333333337,0.3814312182014761,-3060.0,-3051.4666666666667,-3060.0,3059.982957082532,3059.9829333333337,3060.0,3060.0
multihit_15_cal_nominal,10000,conv_mean,1,1000,-3505.3333333333353,1.364924685703191e-12,-3505.333333333334,-3505.333333333334,-3505.333333333334,3505.333333333334,3505.3333333333353,3505.333333333334,3505.333333333334
multihit_15_cal_nominal,10000,conv_mean,2,1000,-3505.026666666669,9.697651491183038,-3505.333333333334,-3198.666666666667,-3505.333333333334,3505.040068878593,3505.026666666669,3505.333333333334,3505.333333333334
multihit_15_cal_nominal,10000,conv_mean,3,1000,-3505.3333333333353,1.364924685703191e-12,-3505.333333333334,-3505.333333333334,-3505.333333333334,3505.333333333334,3505.3333333333353,3505.333333333334,3505.333333333334
multihit_15_cal_nominal,10000,conv_mean,4,1000,-3505.026666666669,6.853842202057803,-3505.333333333334,-3352.0000000000005,-3505.333333333334,3505.0333610712223,3505.026666666669,3505.333333333334,3505.333333333334
multihit_15_cal_nominal,10000,conv_mean,5,1000,-3505.3333333333353,9.099497904687939e-13,-3505.3333333333344,-3505.3333333333344,-3505.3333333333344,3505.333333333335,3505.3333333333353,3505.3333333333344,3505.3333333333344
multihit_15_cal_nominal,10000,conv_mean,6,1000,-3505.2311111111135,3.232550497061023,-3505.3333333333344,-3403.1111111111118,-3505.3333333333344,3505.2326001614474,3505.2311111111135,3505.3333333333344,3505.3333333333344
multihit_15_cal_nominal,10000,conv_mean,7,1000,-3505.3333333333353,4.549748952343969e-13,-3505.333333333335,-3505.333333333335,-3505.333333333335,3505.333333333335,3505.3333333333353,3505.333333333335,3505.333333333335
multihit_15_cal_nominal,10000,conv_mean,8,1000,-3505.256666666669,2.424412872795767,-3505.333333333334,-3428.666666666667,-3505.333333333334,3505.257504251452,3505.256666666669,3505.333333333334,3505.333333333334
multihit_15_cal_nominal,10000,conv_mean,9,1000,-3505.1288888888907,3.72888956320461,-3505.333333333334,-3437.1851851851857,-3505.333333333334,3505.130870372206,3505.1288888888907,3505.333333333334,3505.333333333334
multihit_15_cal_nominal,10000,conv_mean,10,1000,-3505.2720000000018,1.9395302982366107,-3505.3333333333344,-3444.000000000001,-3505.3333333333344,3505.272536051942,3505.2720000000018,3505.3333333333344,3505.3333333333344
multihit_15_cal_nominal,10000,conv_mean,11,1000,-3505.1660606060623,3.0509096426219613,-3505.3333333333344,-3449.5757575757584,-3505.3333333333344,3505.167387039629,3505.1660606060623,3505.3333333333344,3505.3333333333344
multihit_15_cal_nominal,10000,conv_mean,12,1000,-3505.2311111111135,2.2846140673526083,-3505.3333333333344,-3454.222222222223,-3505.3333333333344,3505.2318548910885,3505.2311111111135,3505.3333333333344,3505.3333333333344
multihit_15_cal_nominal,10000,conv_mean,13,1000,-3505.2389743589765,2.108874523710117,-3505.333333333335,-3458.153846153847,-3505.333333333335,3505.2396081109164,3505.2389743589765,3505.333333333335,3505.333333333335
multihit_15_cal_nominal,10000,conv_mean,14,1000,-3505.2457142857165,1.958240629159394,-3505.333333333335,-3461.5238095238105,-3505.333333333335,3505.246260734049,3505.2457142857165,3505.333333333335,3505.333333333335
multihit_15_cal_nominal,10000,conv_mean,15,1000,-3505.1288888888907,2.8854869046058864,-3505.333333333335,-3464.4444444444457,-3505.333333333335,3505.13007539408,3505.1288888888907,3505.333333333335,3505.333333333335
multihit_15_cal_nominal,30000,conv_mean,1,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,2,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
multihit_15_cal_nominal,30000,conv_mean,3,1000,-2092.0,0.0,-2092.0,-2092.0,-2092.0,2092.0,2092.0,2092.0,2092.0
